city,name,institute,cadre,duration_weeks,idno,training_name,year
New Delhi,Shri Ashutosh Kumar,National Institute of Public Finance and Policy,A G M U T,1,01UT810314,Fiscal Policy and Macroeconomic Management,2013-2014
New Delhi,Shri Sheo Pratap Singh,IILM Institute for Integrated Learning in Management,A G M U T,1,01UT810319,Public Policy and Management,2013-2014
Mumbai,Shri Onit Panyang,Tata Institute of Social Sciences (TISS),A G M U T,1,01UT810408,Social Policy and Governance,2013-2014
Hyderabad           ,Dr.(Ms.) Nandita Chatterjee,Institute of Public Enterprise                                             ,West Bengal,1,01WB026600,Mgt.Concepts and Decision Making Tech,1985-1986
Gurgaon,Dr.(Ms.) Nandita Chatterjee,Management Development Institute,West Bengal,1,01WB026600,Financial Management Level - I,1986-1987
Pune                ,Dr.(Ms.) Nandita Chatterjee,Tata Management Training Centre                                            ,West Bengal,1,01WB026600,Management of Change Level-I,1987-1988
,Dr.(Ms.) Nandita Chatterjee,ATIR,West Bengal,4,01WB026600,JUNIOR LEVEL 4 WEEKS,1988-1989
Bangalore,Dr.(Ms.) Nandita Chatterjee,Indian Institute of Management,West Bengal,1,01WB026600,Industrial Policy Planning and Dev.,1989-1990
Hyderabad,Dr.(Ms.) Nandita Chatterjee,Administrative Staff College of India,West Bengal,1,01WB026600,Project Management Basic,1992-1993
Hyderabad,Dr.(Ms.) Nandita Chatterjee,Administrative Staff College of India,West Bengal,1,01WB026600,Re-struc. of India's economic implication,1995-1996
,Dr.(Ms.) Nandita Chatterjee,NIPFP,West Bengal,1,01WB026600,Fiscal Policy in India,1997-1998
Mussoorie,Dr.(Ms.) Nandita Chatterjee,Lal Bahadur Shastri National Academy Of Administration,West Bengal,2,01WB026600,Senior Level - 1979-82 Batches,1999-2000
Mysore,Dr.(Ms.) Nandita Chatterjee,Administrative Training Institute,West Bengal,1,01WB026600,Management of Natural Resources,2009-2010
Thiruvananthapuram  ,Shri Nihar Ranjan Banerjee,Institute of Management in Government                                      ,West Bengal,1,01WB026900,Programme Implementation,1985-1986
Gurgaon,Shri Nihar Ranjan Banerjee,Management Development Institute,West Bengal,1,01WB026900,Financial Management Level - I,1986-1987
New Delhi,Shri Nihar Ranjan Banerjee,National Institute of Information Technology                               ,West Bengal,1,01WB026900,MIS & Computer Appl. in Govt Level-I,1987-1988
Mysore,Shri Nihar Ranjan Banerjee,Administrative Training Institute,West Bengal,4,01WB026900,JUNIOR LEVEL 4 WEEKS,1988-1989
New Delhi,Shri Nihar Ranjan Banerjee,The Energy and Resources Institute (TERI),West Bengal,1,01WB026900,Energy And Environment,1989-1990
Hyderabad,Shri Nihar Ranjan Banerjee,Administrative Staff College of India,West Bengal,3,01WB026900,Middle Level Programme,1992-1993
Hyderabad,Shri Nihar Ranjan Banerjee,Administrative Staff College of India,West Bengal,1,01WB026900,The Administrative Environment,1994-1995
Mussoorie,Shri Nihar Ranjan Banerjee,Lal Bahadur Shastri National Academy Of Administration,West Bengal,1,01WB026900,Co-operatives: Policy Environmemt and Management,1997-1998
Bangalore,Shri Nihar Ranjan Banerjee,Indian Institute of Management,West Bengal,2,01WB026900,Senior Level - 1981 - 84 Batches,2001-2002
Bangalore,Shri Nihar Ranjan Banerjee,National Law School of India University,West Bengal,1,01WB026900,Administrative Law,2002-2003
Panchgani,Shri Nihar Ranjan Banerjee,IC Centre  for Governance (ICCG),West Bengal,1,01WB026900,Ethics in Public Governance,2010-2011
New Delhi           ,Shri Anil Kumar Agarwal,National Institute of Health and Family Welfare                            ,West Bengal,1,01WB027000,Health & Family Welfare,1985-1986
,Shri Anil Kumar Agarwal,NPC,West Bengal,1,01WB027000,Productivity in Government,1986-1987
,Shri Anil Kumar Agarwal,TCS,West Bengal,1,01WB027000,MIS & Computer Appl. in Govt Level-I,1987-1988
Mysore,Shri Anil Kumar Agarwal,Administrative Training Institute,West Bengal,4,01WB027000,JUNIOR LEVEL 4 WEEKS,1988-1989
Jaipur              ,Shri Anil Kumar Agarwal,HCM Rajasthan State Institute of Public Administration                     ,West Bengal,4,01WB027000,JUNIOR LEVEL 4 WEEKS,1989-1990
Lucknow             ,Shri Anil Kumar Agarwal,Indian Institute of Management                                             ,West Bengal,1,01WB027000,Decision Support System in Govt.,1993-1994
Bangalore,Shri Anil Kumar Agarwal,Indian Institute of Management,West Bengal,3,01WB027000,Middle Level - 1978- 84 Batches,1994-1995
New Delhi           ,Shri Anil Kumar Agarwal,National Informatics Centre                                                ,West Bengal,1,01WB027000,Trends in  Information technology,1997-1998
Mussoorie,Shri Anil Kumar Agarwal,Lal Bahadur Shastri National Academy Of Administration,West Bengal,2,01WB027000,Senior Level - 1981 - 84 Batches,2001-2002
New Delhi,Shri Anil Kumar Agarwal,National Institute of Information Technology                               ,West Bengal,1,01WB027000,I Tá & E-Governance,2002-2003
Nainital,Shri Anil Kumar Agarwal,Uttarakhand  Academy of Administration,West Bengal,1,01WB027000,Community Mobilisation and Participatory Management,2009-2010
New Delhi           ,Dr.(Ms.) Tuk Tuk Kumar,National Institute of Health and Family Welfare                            ,West Bengal,1,01WB027100,Health & Family Welfare,1985-1986
,Dr.(Ms.) Tuk Tuk Kumar,NLI,West Bengal,1,01WB027100,Labour Relations,1986-1987
New Delhi,Dr.(Ms.) Tuk Tuk Kumar,National Institute of Information Technology                               ,West Bengal,1,01WB027100,MIS & Computer Appl. in Govt Level-I,1987-1988
Calcutta            ,Dr.(Ms.) Tuk Tuk Kumar,Indian Institute of Management Calcutta                                    ,West Bengal,1,01WB027100,Public Distribution System,1988-1989
,Dr.(Ms.) Tuk Tuk Kumar,CMC,West Bengal,1,01WB027100,MIS & Computer Appl. in Govt. Level-II,1989-1990
Bangalore,Dr.(Ms.) Tuk Tuk Kumar,Indian Institute of Management,West Bengal,1,01WB027100,Public Policy Analysis,1992-1993
Hyderabad,Dr.(Ms.) Tuk Tuk Kumar,Administrative Staff College of India,West Bengal,1,01WB027100,WTO and the New Trade Regime,2000-2001
Shimla,Dr.(Ms.) Tuk Tuk Kumar,National Academy of Audit & Accounts,West Bengal,1,01WB027100,Improving Governance through Accountability,2010-2011
,Shri Sanjay Mitra,AIMA,West Bengal,1,01WB027600,Mgt.Concepts and Decision Making Tech,1985-1986
,Shri Sanjay Mitra,IAMR,West Bengal,1,01WB027600,Policy Planning and Analysis,1986-1987
Hyderabad           ,Shri Sanjay Mitra,Institute of Public Enterprise                                             ,West Bengal,1,01WB027600,Mgmt. of State Enterprises Level I,1987-1988
Hyderabad           ,Shri Sanjay Mitra,Institute of Public Enterprise                                             ,West Bengal,1,01WB027600,Mgmt. of State Enterprises Level-II,1988-1989
Hyderabad           ,Shri Sanjay Mitra,Dr. MCR HRD Institute of Andhra Pradesh                                    ,West Bengal,3,01WB027600,JUNIOR GROUP 1980-83 BATCHES,1990-1991
Bangalore,Shri Sanjay Mitra,Indian Institute of Management,West Bengal,1,01WB027600,Re-struc. of India's economic implication,1994-1995
Calcutta            ,Shri Sanjay Mitra,Indian Institute of Management Calcutta                                    ,West Bengal,2,01WB027600,Middle Level - 1982-88 Batches,1998-1999
New Delhi           ,Shri Sanjay Mitra,Human Settlement Management Institute                                      ,West Bengal,1,01WB027600,Issues In Urban Development Management,2001-2002
Bangalore,Shri Sanjay Mitra,Indian Institute of Management,West Bengal,1,01WB027600,Quantitative Methods & Operational Research for Public Policy,2002-2003
,Shri Trilochan Singh,AIMA,West Bengal,1,01WB027700,Mgt.Concepts and Decision Making Tech,1985-1986
,Shri Trilochan Singh,NIEP,West Bengal,1,01WB027700,Education,1986-1987
New Delhi,Shri Trilochan Singh,The Energy and Resources Institute (TERI),West Bengal,1,01WB027700,Rural Energy Plg. & Technology,1987-1988
,Shri Trilochan Singh,VMNIC,West Bengal,1,01WB027700,Cooperation,1988-1989
Hyderabad           ,Shri Trilochan Singh,Institute of Public Enterprise                                             ,West Bengal,1,01WB027700,Mgmt. of State Enterprises Level I,1989-1990
Hyderabad           ,Shri Trilochan Singh,Dr. MCR HRD Institute of Andhra Pradesh                                    ,West Bengal,3,01WB027700,JUNIOR GROUP 1980-83 BATCHES,1990-1991
Calcutta            ,Shri Trilochan Singh,Indian Institute of Management Calcutta                                    ,West Bengal,1,01WB027700,Restructing Indias Economy  Implication,1993-1994
,Shri Trilochan Singh,NIPFP,West Bengal,1,01WB027700,Inter-Government Fin ancial Relations,1996-1997
Bangalore,Shri Trilochan Singh,Indian Institute of Management,West Bengal,1,01WB027700,Quantitative Methods & Operational Research for Public Policy& Management,2003-2004
Pune                ,Shri Trilochan Singh,Tata Management Training Centre                                            ,West Bengal,1,01WB027700,Strategic Leadership for Policy Makers,2004-2005
Panchgani,Shri Trilochan Singh,IC Centre  for Governance (ICCG),West Bengal,1,01WB027700,Ethics in Public Governance,2007-2008
,Shri Hem Kumar Pande,VMNIC,West Bengal,1,01WB027800,Cooperative Sector,1985-1986
,Shri Hem Kumar Pande,NIEP,West Bengal,1,01WB027800,Education,1986-1987
New Delhi,Shri Hem Kumar Pande,The Energy and Resources Institute (TERI),West Bengal,1,01WB027800,Rural Energy Plg. & Technology,1987-1988
New Delhi           ,Shri Hem Kumar Pande,National Informatics Centre                                                ,West Bengal,1,01WB027800,Office Management & Automation,1989-1990
Bangalore,Shri Hem Kumar Pande,Indian Institute of Management,West Bengal,3,01WB027800,Middle Level - 1977- 83 Batches,1993-1994
Hyderabad,Shri Hem Kumar Pande,Administrative Staff College of India,West Bengal,1,01WB027800,Project Management- Basic,1996-1997
New Delhi           ,Shri Hem Kumar Pande,Indian Institute of Public Administration                                  ,West Bengal,1,01WB027800,Disaster Management,2002-2003
Bangalore,Shri Hem Kumar Pande,Indian Institute of Management,West Bengal,1,01WB027800,Negotiating Strategies and Public Private Partnership,2006-2007
Panchgani,Shri Hem Kumar Pande,IC Centre  for Governance (ICCG),West Bengal,1,01WB027800,Ethics in Public Governance,2011-2012
,Shri Subesh Kumar Das,NLI,West Bengal,1,01WB028000,Taxes Wages and Prices,1985-1986
,Shri Subesh Kumar Das,SIET,West Bengal,1,01WB028000,Small Scale Industries,1986-1987
,Shri Subesh Kumar Das,IIT,West Bengal,1,01WB028000,MIS & Computer Appl. in Govt Level-I,1987-1988
Hyderabad           ,Shri Subesh Kumar Das,Institute of Public Enterprise                                             ,West Bengal,1,01WB028000,Management of Public Utilities,1988-1989
New Delhi,Shri Subesh Kumar Das,The Energy and Resources Institute (TERI),West Bengal,1,01WB028000,Energy And Environment,1989-1990
Ahmedabad           ,Shri Subesh Kumar Das,Sardar Patel Institute of Public Administration                            ,West Bengal,3,01WB028000,Junior Level 1982-19 85,1991-1992
Bangalore,Shri Subesh Kumar Das,Indian Institute of Management,West Bengal,1,01WB028000,Industrial Policy Planning and Dev.,1993-1994
New Delhi           ,Shri Subesh Kumar Das,National Informatics Centre                                                ,West Bengal,1,01WB028000,MS Office 97 and Internet  Applications,1999-2000
Hyderabad,Shri Subesh Kumar Das,Administrative Staff College of India,West Bengal,2,01WB028000,Senior Level-1982-85 Batches,2002-2003
Pune                ,Shri Subesh Kumar Das,Tata Management Training Centre                                            ,West Bengal,1,01WB028000,Strategic Leadership for Policy Makers,2004-2005
Hyderabad           ,Shri Basudeb Banerjee,Institute of Public Enterprise                                             ,West Bengal,1,01WB028200,MIS & Computer Appl. in Govt Level-I,1987-1988
Ahmedabad           ,Shri Basudeb Banerjee,Indian Institute of Management                                             ,West Bengal,1,01WB028200,Industrial Policy Planning and Dev.,1988-1989
,Shri Basudeb Banerjee,NIBM,West Bengal,1,01WB028200,Develop. Banking & Insttl. Credit,1989-1990
,Shri Basudeb Banerjee,ATIR,West Bengal,3,01WB028200,Junior Level 1982-19 85,1991-1992
New Delhi,Shri Basudeb Banerjee,Indian Institute of Foreign Trade,West Bengal,1,01WB028200,International Business Management,1995-1996
Mussoorie,Shri Basudeb Banerjee,Lal Bahadur Shastri National Academy Of Administration,West Bengal,3,01WB028200,Middle Level - 1980- 86 Batches,1996-1997
Bangalore,Shri Basudeb Banerjee,Indian Institute of Management,West Bengal,1,01WB028200,Public Policy Analysis & Design,1999-2000
Hyderabad,Shri Basudeb Banerjee,Administrative Staff College of India,West Bengal,1,01WB028200,WTO and the New Trade Regime,2000-2001
Bangalore,Shri Basudeb Banerjee,National Law School of India University,West Bengal,1,01WB028200,Administrative Law,2004-2005
Panchgani,Shri Basudeb Banerjee,IC Centre  for Governance (ICCG),West Bengal,1,01WB028200,Ethics in Public Governance,2010-2011
Hyderabad           ,Shri Atanu Purkayastha,Institute of Public Enterprise                                             ,West Bengal,1,01WB028300,MIS & Computer Appl. in Govt Level-I,1987-1988
Bangalore,Shri Atanu Purkayastha,Indian Institute of Management,West Bengal,1,01WB028300,Industrial Policy Planning and Dev.,1988-1989
Hyderabad,Shri Atanu Purkayastha,Administrative Staff College of India,West Bengal,1,01WB028300,International Trade,1989-1990
Gurgaon,Shri Atanu Purkayastha,Management Development Institute,West Bengal,3,01WB028300,Middle Level - 1979- 85 Batches,1995-1996
New Delhi           ,Shri Atanu Purkayastha,National Informatics Centre                                                ,West Bengal,1,01WB028300,MS Office 97 and Internet  Applications,1999-2000
"NOIDA,UP",Shri Atanu Purkayastha,Amity School of Natural Resources and Sustainable Development,West Bengal,1,01WB028300,Management of Natural Resources and Sustainable Development,2006-2007
Bangalore,Shri Atanu Purkayastha,Indian Institute of Management,West Bengal,1,01WB028300,Negotiating Strategies & Public Private Partnership,2009-2010
"Sonipat, Haryana",Shri Atanu Purkayastha,O P Jindal Global University,West Bengal,1,01WB028300,21st Century Public Policy making: Challenges of Governance in India ,2012-2013
,Shri Raghvendra Singh,SIET,West Bengal,1,01WB028400,Small Scale Industries,1987-1988
Mumbai,Shri Raghvendra Singh,Tata Institute of Social Sciences (TISS),West Bengal,1,01WB028400,Social Welfare,1989-1990
Ahmedabad           ,Shri Raghvendra Singh,Sardar Patel Institute of Public Administration                            ,West Bengal,3,01WB028400,JUNIOR GROUP 1980-83 BATCHES,1990-1991
New Delhi,Shri Siddharth,Indian Institute of Foreign Trade,West Bengal,1,01WB028500,International Business Management,1987-1988
Nainital,Shri Siddharth,Uttarakhand  Academy of Administration,West Bengal,1,01WB028500,Mgmt.of Environment,1988-1989
Nainital,Shri Siddharth,Uttarakhand  Academy of Administration,West Bengal,1,01WB028500,MIS & Computer Appl. in Govt Level-I,1989-1990
Nainital,Shri Siddharth,Uttarakhand  Academy of Administration,West Bengal,3,01WB028500,Junior Level 1982-19 85,1991-1992
,Shri Siddharth,NISTD,West Bengal,1,01WB028500,Science & Technology  in Development,1995-1996
Pune                ,Shri Siddharth,Tata Management Training Centre                                            ,West Bengal,1,01WB028500,Themes in Organisational Behaviour,1998-1999
New Delhi,Shri Siddharth,Indian Institute of Foreign Trade,West Bengal,1,01WB028500,WTO and the New Trade Regime,2000-2001
Bangalore,Shri Siddharth,Indian Institute of Management,West Bengal,1,01WB028500,Negotiating Stretegies and Public Private Partnership,2007-2008
New Delhi,Shri Siddharth,Indian Institute of Foreign Trade,West Bengal,1,01WB028500,Advance Course on WTO & Related Matters,2009-2010
Jamshedpur          ,Shri Gopal Krishna,Xavier Labour Relations Institute                                          ,West Bengal,1,01WB028600,Hum.Res.Development incl.Perf.Appraisal,1987-1988
New Delhi           ,Shri Gopal Krishna,Indian Institute of Public Administration                                  ,West Bengal,1,01WB028600,Adm. Reforms in Govt.,1988-1989
,Shri Gopal Krishna,CMC,West Bengal,1,01WB028600,MIS & Computer Appl. in Govt Level-I,1989-1990
Mysore,Shri Gopal Krishna,Administrative Training Institute,West Bengal,3,01WB028600,Junior Level 1982-19 85,1991-1992
New Delhi,Shri Gopal Krishna,The Energy and Resources Institute (TERI),West Bengal,1,01WB028600,Energy and Developement,1997-1998
New Delhi,Shri Gopal Krishna,Indian Institute of Foreign Trade,West Bengal,1,01WB028600,WTO and the New Trade Regime,1999-2000
Nainital,Shri Gopal Krishna,Uttarakhand  Academy of Administration,West Bengal,1,01WB028600,Community Mobilisation and Participatory Management Techniques,2000-2001
Hyderabad,Shri Gopal Krishna,Administrative Staff College of India,West Bengal,2,01WB028600,Senior Level - 1983-86 Batches,2003-2004
Chennai,Shri Gopal Krishna,Anna Institute of Management,West Bengal,1,01WB028600,Public Private Partnership,2010-2011
Jamshedpur          ,Shri Bhaskar Khulbe,Xavier Labour Relations Institute                                          ,West Bengal,1,01WB028700,Hum.Res.Development incl.Perf.Appraisal,1987-1988
Hyderabad           ,Shri Bhaskar Khulbe,National Institute of Rural Development                                    ,West Bengal,1,01WB028700,Management of the Cutting Edge,1988-1989
Gurgaon,Shri Bhaskar Khulbe,Management Development Institute,West Bengal,1,01WB028700,Develop. Banking & Insttl. Credit,1989-1990
Nainital,Shri Bhaskar Khulbe,Uttarakhand  Academy of Administration,West Bengal,3,01WB028700,Junior Level 1982-19 85,1991-1992
,Shri Bhaskar Khulbe,NISTD,West Bengal,1,01WB028700,Science and Technology in Development,1997-1998
,Shri Chanchal Mal Bachhawat,CMC,West Bengal,1,01WB028800,MIS & Computer Appl. in Govt Level-I,1987-1988
New Delhi           ,Shri Chanchal Mal Bachhawat,Indian Institute of Public Administration                                  ,West Bengal,1,01WB028800,Agriculture and Rural Development,1988-1989
New Delhi           ,Shri Chanchal Mal Bachhawat,National Informatics Centre                                                ,West Bengal,1,01WB028800,MIS & Computer Appl. in Govt. Level-II,1989-1990
Nainital,Shri Chanchal Mal Bachhawat,Uttarakhand  Academy of Administration,West Bengal,3,01WB028800,Junior Level 1982-19 85,1991-1992
Hyderabad,Shri Chanchal Mal Bachhawat,Administrative Staff College of India,West Bengal,1,01WB028800,Project Management- Basic,1996-1997
New Delhi,Shri Chanchal Mal Bachhawat,The Energy and Resources Institute (TERI),West Bengal,1,01WB028800,Issues in Sustainable Development,1999-2000
Bangalore,Shri Chanchal Mal Bachhawat,Indian Institute of Management,West Bengal,1,01WB028800,Infrastructure Development & Financing,2001-2002
Hyderabad,Shri Chanchal Mal Bachhawat,Administrative Staff College of India,West Bengal,2,01WB028800,Senior Level - 1983-86 Batches,2003-2004
Chennai             ,Shri Chanchal Mal Bachhawat,National Institute of Port Management                                      ,West Bengal,1,01WB028800,Infrastructure Development and Financing,2005-2006
Bangalore,Shri Chanchal Mal Bachhawat,Indian Institute of Management,West Bengal,1,01WB028800,E-Governance: Opportunities and Challenges,2007-2008
Ahmedabad           ,Shri Chanchal Mal Bachhawat,Indian Institute of Management                                             ,West Bengal,1,01WB028800,Infrastructure and Development Finance,2008-2009
Hyderabad,Shri Madan Lal Meena,Administrative Staff College of India,West Bengal,1,01WB029200,Awareness of Economic Environment,1987-1988
Hyderabad           ,Shri Madan Lal Meena,National Institute of Rural Development                                    ,West Bengal,1,01WB029200,Development Admn.,1988-1989
New Delhi,Shri Madan Lal Meena,HUDCO,West Bengal,1,01WB029200,Urban Developement,1989-1990
Jaipur              ,Shri Madan Lal Meena,HCM Rajasthan State Institute of Public Administration                     ,West Bengal,3,01WB029200,Junior Level 1982-19 85,1991-1992
Mussoorie,Shri Madan Lal Meena,Lal Bahadur Shastri National Academy Of Administration,West Bengal,1,01WB029200,Liberalisation & its impact on Pub. Admn.,1995-1996
New Delhi,Shri Madan Lal Meena,Indian Institute of Foreign Trade,West Bengal,1,01WB029200,WTO & the New Trade Regime,2001-2002
Thiruvananthapuram  ,Shri Amitabha Mukherjee,Institute of Management in Government                                      ,West Bengal,1,01WB029201,Decentralised Planning,1987-1988
New Delhi,Shri Amitabha Mukherjee,HUDCO,West Bengal,1,01WB029201,Urban Development,1988-1989
Hyderabad           ,Shri Amitabha Mukherjee,Dr. MCR HRD Institute of Andhra Pradesh                                    ,West Bengal,1,01WB029201,MIS & Computer Appl. in Govt Level-I,1989-1990
Mysore,Shri Amitabha Mukherjee,Administrative Training Institute,West Bengal,3,01WB029201,JUNIOR GROUP 1980-83 BATCHES,1990-1991
,Ms. Reena Venkataraman,SIET,West Bengal,1,01WB029600,Small Scale Industries,1989-1990
Ahmedabad           ,Ms. Reena Venkataraman,Sardar Patel Institute of Public Administration                            ,West Bengal,3,01WB029600,Junior Level 1982-19 85,1991-1992
Ahmedabad           ,Ms. Reena Venkataraman,Indian Institute of Management                                             ,West Bengal,2,01WB029600,Middle Level - 1982-88 Batches,1998-1999
Bangalore,Ms. Reena Venkataraman,Indian Institute of Management,West Bengal,1,01WB029600,Infrastructure Development & Financing,2000-2001
Hyderabad,Ms. Reena Venkataraman,Administrative Staff College of India,West Bengal,2,01WB029600,Senior Level (17-20 years service),2004-2005
,Shri Satish Chandra Tewary,ONGC,West Bengal,1,01WB029800,Energy And Environment,1988-1989
Hyderabad           ,Shri Satish Chandra Tewary,National Institute of Rural Development                                    ,West Bengal,1,01WB029800,Development Admn.,1989-1990
Thiruvananthapuram  ,Shri Satish Chandra Tewary,Institute of Management in Government                                      ,West Bengal,3,01WB029800,Junior Level 1982-19 85,1991-1992
New Delhi,Shri Satish Chandra Tewary,The Energy and Resources Institute (TERI),West Bengal,1,01WB029800,Mgmt.of Environment,1995-1996
Nainital,Shri Satish Chandra Tewary,Uttarakhand  Academy of Administration,West Bengal,2,01WB029800,Middle Level - 1983-89 Batches,1999-2000
Hyderabad,Shri Satish Chandra Tewary,Administrative Staff College of India,West Bengal,1,01WB029800,Advanced course on WTO,2001-2002
Bangalore,Shri Satish Chandra Tewary,National Institute of Advanced Studies,West Bengal,1,01WB029800,Disaster Management,2004-2005
Bangalore,Shri Satish Chandra Tewary,Indian Institute of Management,West Bengal,1,01WB029800,Negotiating Strategies and Public Private Partnership,2008-2009
Hyderabad           ,Shri Rajpal Singh Kahlon,Sardar Vallabhbahi Patel National Police Academy                           ,West Bengal,1,01WB029900,Terrorism/Violence,1988-1989
,Shri Rajpal Singh Kahlon,XIM,West Bengal,1,01WB029900,Labour Relations,1989-1990
Nainital,Shri Rajpal Singh Kahlon,Uttarakhand  Academy of Administration,West Bengal,3,01WB029900,Junior Level - 1984- 87 Batches,1993-1994
Mumbai,Shri Rajpal Singh Kahlon,Tata Institute of Social Sciences (TISS),West Bengal,1,01WB029900,Social Welfare,1995-1996
Hyderabad,Shri Rajpal Singh Kahlon,Administrative Staff College of India,West Bengal,1,01WB029900,Re-struc. India's Economy and its Implications,1996-1997
Mussoorie,Shri Rajpal Singh Kahlon,Lal Bahadur Shastri National Academy Of Administration,West Bengal,2,01WB029900,Middle Level - 1982-88 Batches,1998-1999
New Delhi,Shri Malay Kumar De,The Energy and Resources Institute (TERI),West Bengal,1,01WB030300,Rural Energy Plg. & Technology,1989-1990
Mysore,Shri Malay Kumar De,Administrative Training Institute,West Bengal,3,01WB030300,Junior Level - 1984- 87 Batches,1993-1994
Ahmedabad           ,Shri Malay Kumar De,Indian Institute of Management                                             ,West Bengal,1,01WB030300,Industrial Policy Planning and Dev.,1996-1997
Mussoorie,Shri Malay Kumar De,Lal Bahadur Shastri National Academy Of Administration,West Bengal,2,01WB030300,Middle Level - 1982-88 Batches,1998-1999
Jamshedpur          ,Shri Malay Kumar De,Xavier Labour Relations Institute                                          ,West Bengal,1,01WB030300,Leadership Skills,2001-2002
,Shri Debashis Sen,SIET,West Bengal,1,01WB030500,Small Scale Industries,1989-1990
Mussoorie,Shri Debashis Sen,Lal Bahadur Shastri National Academy Of Administration,West Bengal,1,01WB030500,Management of Urban Development Problems,1997-1998
Nainital,Shri Debashis Sen,Uttarakhand  Academy of Administration,West Bengal,2,01WB030500,Middle Level - 1983-89 Batches,1999-2000
New Delhi           ,Shri Debashis Sen,National Informatics Centre                                                ,West Bengal,1,01WB030500,Office Productivity Tools & internet Applications,2001-2002
Mussoorie,Shri Debashis Sen,Lal Bahadur Shastri National Academy Of Administration,West Bengal,2,01WB030500,Senior Level-1982-85 Batches,2002-2003
Mysore,Shri Debashis Sen,Administrative Training Institute,West Bengal,1,01WB030500,Management of Natural Resources,2009-2010
Hyderabad,Shri Debashis Sen,Administrative Staff College of India,West Bengal,1,01WB030500,Public Private Partnership,2010-2011
,Shri Sumanta Chaudhuri,IEG,West Bengal,1,01WB030600,Industrial Policy Planning and Dev.,1989-1990
Lucknow             ,Shri Sumanta Chaudhuri,Indian Institute of Management                                             ,West Bengal,3,01WB030600,Middle Level - 1981- 87 Batches,1997-1998
Delhi,Shri Sumanta Chaudhuri,Institute for Resource Management and Economic Development ,West Bengal,1,01WB030600,Integrating Socio-Economic and Environmental Impacts of Infrastructural Projects,2007-2008
Mussoorie,Shri Sanjeev Chopra,Lal Bahadur Shastri National Academy Of Administration,West Bengal,3,01WB030700,Junior Level - 1984- 87 Batches,1993-1994
Mussoorie,Shri Sanjeev Chopra,Lal Bahadur Shastri National Academy Of Administration,West Bengal,2,01WB030700,Middle Level - 1984-90 Batches,2000-2001
New Delhi,Shri Sanjeev Chopra,Indian Institute of Foreign Trade,West Bengal,1,01WB030700,WTO & New Trade Regime,2009-2010
New Delhi,Shri Sanjeev Chopra,Indian Institute of Foreign Trade,West Bengal,1,01WB030700,Advance Course on WTO & Related Matters,2010-2011
"Sonipat, Haryana",Shri Sanjeev Chopra,O P Jindal Global University,West Bengal,1,01WB030700,21st Century Public Policy making: Challenges of Governance in India ,2012-2013
Pune                ,Shri Pawan Kumar Agarwal,Tata Management Training Centre                                            ,West Bengal,1,01WB030800,Financial Management Level - I,1989-1990
Jaipur              ,Shri Pawan Kumar Agarwal,HCM Rajasthan State Institute of Public Administration                     ,West Bengal,3,01WB030800,Junior Level - 1984- 87 Batches,1993-1994
New Delhi,Shri Pawan Kumar Agarwal,The Energy and Resources Institute (TERI),West Bengal,1,01WB030800,Energy and Developement,1997-1998
Mussoorie,Shri Pawan Kumar Agarwal,Lal Bahadur Shastri National Academy Of Administration,West Bengal,2,01WB030800,Middle Level - 1983-89 Batches,1999-2000
Mussoorie,Shri Pawan Kumar Agarwal,Lal Bahadur Shastri National Academy Of Administration,West Bengal,2,01WB030800,Middle Level - 1983-89 Batches,1999-2000
Bangalore,Shri Pawan Kumar Agarwal,National Law School of India University,West Bengal,1,01WB030800,Administrative Law,2001-2002
Mussoorie,Shri Pawan Kumar Agarwal,Lal Bahadur Shastri National Academy Of Administration,West Bengal,2,01WB030800,Senior Level (17-20 years service),2005-2006
Bangalore,Shri Pawan Kumar Agarwal,Indian Institute of Management,West Bengal,1,01WB030800,Quantitative Methods and Operational Research for Public Policy and Management,2007-2008
Chennai             ,Shri Pradip Ramdas Baviskar,Institute of Financial Management and Research                             ,West Bengal,1,01WB031000,Financial Management Level - I,1989-1990
Mussoorie,Shri Pradip Ramdas Baviskar,Lal Bahadur Shastri National Academy Of Administration,West Bengal,3,01WB031000,Junior Level - 1984- 87 Batches,1993-1994
Mussoorie,Shri Pradip Ramdas Baviskar,Lal Bahadur Shastri National Academy Of Administration,West Bengal,2,01WB031000,Middle Level - 1983-89 Batches,1999-2000
Mussoorie,Shri Pradip Ramdas Baviskar,Lal Bahadur Shastri National Academy Of Administration,West Bengal,2,01WB031000,Middle Level - 1983-89 Batches,1999-2000
Mussoorie,Shri Pradip Ramdas Baviskar,Lal Bahadur Shastri National Academy Of Administration,West Bengal,2,01WB031000,Senior Level-1982-85 Batches,2002-2003
Nainital,Shri Pradip Ramdas Baviskar,Uttarakhand  Academy of Administration,West Bengal,1,01WB031000,Community Mobilization & Participatory Management,2011-2012
Mussoorie,Dr. R S Shukla,Lal Bahadur Shastri National Academy Of Administration,West Bengal,3,01WB031200,Junior Level - 1984- 87 Batches,1993-1994
Hyderabad,Dr. R S Shukla,Administrative Staff College of India,West Bengal,2,01WB031200,Middle Level - 1985 - 91 Batches,2001-2002
Bangalore,Dr. R S Shukla,Indian Institute of Management,West Bengal,1,01WB031200,Quantitative Methods and Operational Research for Public Policy and Management,2006-2007
